Name	*Rune Name	complete	firstLadderSeason	lastLadderSeason	*Patch Release	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*RunesUsed	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	*eol
Runeword512	Ruin	1				tors	shld	helm	char	boot	belt					gfk	gfk					gethit-skill	Wind Surge	9	9																									0
Runeword513	Ruin	1				tors	shld	helm	char	boot	belt					gsk	gsk					gethit-skill	Wind Surge	12	12																									0
Runeword514	Ruin	1				tors	shld	helm	char	boot	belt					gzk	gzk					gethit-skill	Wind Surge	15	16																									0
Runeword515	Ruin	1				tors	shld	helm	char	boot	belt					gpk	gpk					gethit-skill	Wind Surge	18	21																									0
Runeword516	Ruin	1				tors	shld	helm	char	boot	belt					gbk	gbk					gethit-skill	Wind Surge	21	26																									0
Runeword517	Ruin	1				tors	shld	helm	char							gck	gck	gck				gethit-skill	Wind Surge	7	7																									0
Runeword518	Ruin	1				tors	shld	helm	char							gfk	gfk	gfk				gethit-skill	Wind Surge	10	10																									0
Runeword519	Ruin	1				tors	shld	helm	char							gsk	gsk	gsk				gethit-skill	Wind Surge	13	13																									0
Runeword520	Ruin	1				tors	shld	helm	char							gzk	gzk	gzk				gethit-skill	Wind Surge	16	17																									0
Runeword521	Ruin	1				tors	shld	helm	char							gpk	gpk	gpk				gethit-skill	Wind Surge	19	22																									0
Runeword522	Ruin	1				tors	shld	helm	char							gbk	gbk	gbk				gethit-skill	Wind Surge	22	27																									0
Runeword523	Ruin	1				tors	shld	helm								gck	gck	gck	gck			gethit-skill	Wind Surge	8	8																									0
Runeword524	Ruin	1				tors	shld	helm								gfk	gfk	gfk	gfk			gethit-skill	Wind Surge	11	11																									0
Runeword525	Ruin	1				tors	shld	helm								gsk	gsk	gsk	gsk			gethit-skill	Wind Surge	14	14																									0
Runeword526	Ruin	1				tors	shld	helm								gzk	gzk	gzk	gzk			gethit-skill	Wind Surge	17	18																									0
Runeword527	Ruin	1				tors	shld	helm								gpk	gpk	gpk	gpk			gethit-skill	Wind Surge	20	23																									0
Runeword528	Ruin	1				tors	shld	helm								gbk	gbk	gbk	gbk			gethit-skill	Wind Surge	23	28																									0
Runeword529	Ruin	1				tors										gck	gck	gck	gck	gck		gethit-skill	Wind Surge	9	9																									0
Runeword530	Ruin	1				tors										gfk	gfk	gfk	gfk	gfk		gethit-skill	Wind Surge	12	12																									0
Runeword531	Ruin	1				tors										gsk	gsk	gsk	gsk	gsk		gethit-skill	Wind Surge	15	15																									0
Runeword532	Ruin	1				tors										gzk	gzk	gzk	gzk	gzk		gethit-skill	Wind Surge	18	19																									0
Runeword533	Ruin	1				tors										gpk	gpk	gpk	gpk	gpk		gethit-skill	Wind Surge	21	24																									0
Runeword534	Ruin	1				tors										gbk	gbk	gbk	gbk	gbk		gethit-skill	Wind Surge	24	29																									0
Runeword535	Ruin	1				tors										gck	gck	gck	gck	gck	gck	gethit-skill	Wind Surge	10	10																									0
Runeword536	Ruin	1				tors										gfk	gfk	gfk	gfk	gfk	gfk	gethit-skill	Wind Surge	13	13																									0
Runeword537	Ruin	1				tors										gsk	gsk	gsk	gsk	gsk	gsk	gethit-skill	Wind Surge	16	16																									0
Runeword538	Ruin	1				tors										gzk	gzk	gzk	gzk	gzk	gzk	gethit-skill	Wind Surge	19	20																									0
Runeword539	Ruin	1				tors										gpk	gpk	gpk	gpk	gpk	gpk	gethit-skill	Wind Surge	22	25																									0
Runeword540	Ruin	1				tors										gbk	gbk	gbk	gbk	gbk	gbk	gethit-skill	Wind Surge	25	30																									0
Runeword541	Ruin	1				weap	glov	misl								gck						hit-skill	Wind Surge	2	1																									0
Runeword542	Ruin	1				weap	glov	misl								gfk						hit-skill	Wind Surge	3	2																									0
Runeword543	Ruin	1				weap	glov	misl								gsk						hit-skill	Wind Surge	4	4																									0
Runeword544	Ruin	1				weap	glov	misl								gzk						hit-skill	Wind Surge	5	6																									0
Runeword545	Ruin	1				weap	glov	misl								gpk						hit-skill	Wind Surge	6	8																									0
Runeword546	Ruin	1				weap	glov	misl								gbk						hit-skill	Wind Surge	8	10																									0
Runeword547	Ruin	1				weap	glov									gck	gck					hit-skill	Wind Surge	4	2																									0
Runeword548	Ruin	1				weap	glov									gfk	gfk					hit-skill	Wind Surge	5	3																									0
Runeword549	Ruin	1				weap	glov									gsk	gsk					hit-skill	Wind Surge	6	5																									0
Runeword550	Ruin	1				weap	glov									gzk	gzk					hit-skill	Wind Surge	7	7																									0
Runeword551	Ruin	1				weap	glov									gpk	gpk					hit-skill	Wind Surge	8	9																									0
Runeword552	Ruin	1				weap	glov									gbk	gbk					hit-skill	Wind Surge	10	11																									0
Runeword553	Ruin	1				weap										gck	gck	gck				hit-skill	Wind Surge	6	3																									0
Runeword554	Ruin	1				weap										gfk	gfk	gfk				hit-skill	Wind Surge	7	4																									0
Runeword555	Ruin	1				weap										gsk	gsk	gsk				hit-skill	Wind Surge	8	6																									0
Runeword556	Ruin	1				weap										gzk	gzk	gzk				hit-skill	Wind Surge	9	8																									0
Runeword557	Ruin	1				weap										gpk	gpk	gpk				hit-skill	Wind Surge	10	10																									0
Runeword558	Ruin	1				weap										gbk	gbk	gbk				hit-skill	Wind Surge	12	12																									0
Runeword559	Ruin	1				weap										gck	gck	gck	gck			hit-skill	Wind Surge	8	4																									0
Runeword560	Ruin	1				weap										gfk	gfk	gfk	gfk			hit-skill	Wind Surge	9	5																									0
Runeword561	Ruin	1				weap										gsk	gsk	gsk	gsk			hit-skill	Wind Surge	10	7																									0
Runeword562	Ruin	1				weap										gzk	gzk	gzk	gzk			hit-skill	Wind Surge	11	9																									0
Runeword563	Ruin	1				weap										gpk	gpk	gpk	gpk			hit-skill	Wind Surge	12	12																									0
Runeword564	Ruin	1				weap										gbk	gbk	gbk	gbk			hit-skill	Wind Surge	14	15																									0
Runeword565	Ruin	1				weap										gck	gck	gck	gck	gck		hit-skill	Wind Surge	10	5																									0
Runeword566	Ruin	1				weap										gfk	gfk	gfk	gfk	gfk		hit-skill	Wind Surge	11	6																									0
Runeword567	Ruin	1				weap										gsk	gsk	gsk	gsk	gsk		hit-skill	Wind Surge	12	8																									0
Runeword568	Ruin	1				weap										gzk	gzk	gzk	gzk	gzk		hit-skill	Wind Surge	13	10																									0
Runeword569	Ruin	1				weap										gpk	gpk	gpk	gpk	gpk		hit-skill	Wind Surge	14	13																									0
Runeword570	Ruin	1				weap										gbk	gbk	gbk	gbk	gbk		hit-skill	Wind Surge	16	16																									0
Runeword571	Ruin	1				weap										gck	gck	gck	gck	gck	gck	hit-skill	Wind Surge	12	6																									0
Runeword572	Ruin	1				weap										gfk	gfk	gfk	gfk	gfk	gfk	hit-skill	Wind Surge	13	7																									0
Runeword573	Ruin	1				weap										gsk	gsk	gsk	gsk	gsk	gsk	hit-skill	Wind Surge	14	9																									0
Runeword574	Ruin	1				weap										gzk	gzk	gzk	gzk	gzk	gzk	hit-skill	Wind Surge	15	11																									0
Runeword575	Ruin	1				weap										gpk	gpk	gpk	gpk	gpk	gpk	hit-skill	Wind Surge	16	15																									0
Runeword576	Ruin	1				weap										gbk	gbk	gbk	gbk	gbk	gbk	hit-skill	Wind Surge	18	18																									0
Runeword577	Rainbow	1				helm	tors	shld								ggb	grb	gbb	gyb			res-all		30	30	res-all-max		1	1																					0
Runeword578	Rainbow	1				weap										ggb	grb	gbb	gyb			kill-skill	Fire Surge	10	20	kill-skill	Cold Surge	10	20	kill-skill	Lightning Surge	10	20	kill-skill	Poison Surge	10	20													0
Runeword579	ArchDimeron	1				helm										gwb	skb	gbk	gbk			oskill	Might	10	10	oskill	Conviction	10	10	charged	Corpse Explosion	40	10	allskills		1	1	str		-12	-12	dex		-12	-12	vit		-12	-12	0
Runeword580	Boar	1				weap	misl								I	r01						dmg-norm		10	20	crush		15	15	str		20	20																	0
Runeword581	Hare	1				weap	misl								U	r02						move2		20	20	swing2		30	30	deadly		50	50	dex		20	20													0
Runeword582	Death	1				weap	misl								Shi	r03						dmg-pois	256	250	250	rip		1	1	heal-kill		10	10	dmg%		80	80													0
Runeword583	Stone	1				armo									I Shi	r01	r03					red-dmg		5	5	red-dmg%		10	10	str		30	30	ac		100	100	hp		80	80									0
Runeword584	Cow	1				weap									UShi	r02	r03					dmg-fire		25	50	dmg-cold	50	30	40	dmg-ltng		1	80	swing2		30	30	lifesteal		5	5	manasteal		3	3					0
Runeword585	Luck	1				shld									U N	r02	r05					ac		50	50	mag%		75	75	dodge		5	5	block		5	5	balance1		20	20	gold%		75	75					0
Runeword586	Evolution	1				tors	char								Shi N Ka	r03	r05	r04				addxp		15	15	all-stats-percent		15	15	res-all		15	15	cast2		15	15	swing2		15	15	move2		15	15	res-all-max		1	1	0
Runeword587	Feel	1				helm									Ka N	r04	r05					cast2		20	20	swing2		20	20	hp		80	80	mana		80	80	move2		20	20	ac%		100	100					0
Runeword588	Void	1				armo									Ku U	r06	r02					red-dmg%		10	10	res-pois-len		50	50	gethit-skill	Cloak of Shadows	15	20	red-mag		10	10	move2		30	30	regen		100	100					0
Runeword589	Brandish	1				weap	char								I Ka Ku	r01	r04	r06				dmg%		150	150	crush		30	30	deadly		30	30	lifesteal		10	10	manasteal		5	5	knock		1	1	strpercent		15	15	0
Runeword591	Forefeel	1				tors	helm	char							Yo Ka N	r07	r04	r05				pierce-res-all		15	15	cast2		30	30	mana%		30	30	mana-kill		10	10	hp		50	50	mana		50	50					0
Runeword592	Greed	1				helm	tors								Yo Ku	r07	r06					gold%		100	100	mag%		100	100	att%		100	100	dmg-norm		10	20	crush		15	15									0
Runeword593	Machine	1				weap	char								Ki Ka I	r08	r04	r01				dmg/lvl	8			dmg%		100	100	str		50	50	dex		50	50	strpercent		20	20	dexpercent		20	20					0
Runeword595	Gold	1				tors	shld	belt							Ki N	r08	r05					gold%		200	200	thorns		300	300	thorns/lvl	32			res-ltng		40	40	res-fire		40	40	res-cold		40	40	ac%		120	120	0
Runeword596	Composure	1				mele									U Ki Yo	r02	r08	r07				oskill	Claw Mastery	5	5	aura	Concentration	10	10	deadly		30	30	crush		30	30	dmg/lvl	16											0
Runeword597	Melody	1				miss									Ki Yo Ku	r08	r07	r06				hit-skill	Fire Enhanced Arrow	5	15	hit-skill	Cold Enhanced Arrow	5	15	hit-skill	Lightning Enhanced Arrow	5	15	swing2		50	50	dmg%		100	100	dmg-min		20	20	aura	Conviction	1	1	0
Runeword598	Famine	1				tors									Ki Ki N	r08	r08	r05				regen		400	400	regen-mana		100	100	lifesteal		10	10	manasteal		5	5	heal-kill		40	40	mana-kill		20	20	ac%		125	125	0
Runeword599	Insanity	1				tors									Ki Yo U Ki	r08	r07	r02	r08			all-speeds		50	50	ac%		100	100	all-stats		20	20	item-skill-cooldown		10	10	oskill	Power of Athulua	1	1									0
Runeword600	Hunt	1				helm	char								Ka Ri	r04	r09					allskills		1	1	kill-skill	Time Lapse	50	1	move2		40	40	oskill	Blade Nova	1	1	deadly		50	50	dexpercent		20	20	stam/lvl	80			0
Runeword601	Wrath	1				mace	hamm	club							I Ka Ri	r01	r04	r09				pierce-ltng		10	10	kill-skill	Lightning Surge	33	10	dmg-ltng		1	500	swing2		50	50	balance2		50	50	crush		50	50					0
Runeword603	Fog	1				tors	helm								Ki Ri	r08	r09					ac%		100	100	dex		30	30	red-dmg%		10	10	oskill	Cloak of Shadows	5	5	dexpercent		20	20	move2		30	30	att		100	100	0
Runeword604	Noir	1				h2h	swor	knif							Ki Ri Ka	r08	r09	r04				dmg%		400	400	ease		100	100	swing2		-20	-20	dmg-norm		30	40	crush		50	50	reduce-ac		100	100	att		300	300	0
Runeword606	Serpent	1				weap									Mi	r10						dmg%		66	66	dmg-min		30	30	freeze		2	2	manasteal		10	10	dmg-pois	25	4096	5120	pierce-pois		15	15					0
Runeword607	Hades	1				helm	char								Yo Mi	r07	r10					ac		30	60	skilltab	8	1	1	regen-mana		50	50	extra-summ		15	15	skilltab	15	1	1	allskills		1	1	oskill	Slow Teleport	1	1	0
Runeword608	Darkness	1				tors									Ya Mi	r11	r10					hit-skill	Confuse	3	30	hit-skill	Cloak of Shadows	3	30	light		-5	-5	regen		200	200	hp		100	100	ac%		150	150	item-skill-cooldown		20	20	0
Runeword609	Red	1				weap									A Ka I	r12	r04	r01				dmg%		150	150	deadly		35	35	lifesteal		15	15	swing2		30	30	dmg-norm		15	30	all-stats		15	15	heal-kill		30	30	0
Runeword611	Exuberance	1				tors	char								A I Ka	r12	r01	r04				deadly		50	50	crush		50	50	swing2		50	50	hp		50	50	hp%		20	20	oskill	Sword Mastery	5	5	red-dmg%		15	15	0
Runeword612	Evil	1				weap									A Ku	r12	r06					dmg/lvl	8			dmg%		100	100	swing2		30	30	life-on-striking		2	2	mana-on-striking		1	1	hit-skill	Amplify Damage	3	20	att		200	200	0
Runeword613	Malice	1				mele	char								A Ku I	r12	r06	r01				pierce-pois		20	20	dmg-pois	512	1000	1500	oskill	Venom	5	10	kill-skill	Time Lapse	50	1	heal-kill		40	40	att		400	400	rip		1	1	0
Runeword614	Autumn	1				belt	boot								A Ki	r12	r08					hp%		20	20	ac%		150	150	red-dmg%		10	10	move2		30	30	regen		200	200	gold%		100	100	mag%		50	50	0
Runeword615	Light	1				spea	pole	axe							A Ka Ri	r12	r04	r09				dmg%		80	120	dmg-ltng		1	500	dmg-ltng/lvl	40			res-ltng		50	50	lifesteal		5	5	kill-skill	Lightning Strike	10	25	pierce-ltng		15	15	0
Runeword617	Beauty	1				tors	shld								U Tsu Ku Shi	r02	r13	r06	r03			allskills		2	2	hp%		10	10	all-stats		20	20	block		-5	-5	mana%		10	10	all-stats-percent		10	10					0
Runeword618	Strength	1				mele									Tsu Yo I	r13	r07	r01				dmg%		250	250	str		50	50	crush		50	50	strpercent		50	50	ease		100	100	kill-skill	Bash Proc	10	20					0
Runeword619	Moon	1				armo									Tsu Ki	r13	r08					ac%		125	125	deadly		50	50	manasteal		10	10	mag%		50	50	gold%		50	50									0
Runeword620	Sin	1				armo									Tsu Mi	r13	r10					ac%		125	125	crush		50	50	lifesteal		10	10	res-all		25	25	red-dmg%		10	10									0
Runeword621	Victory	1				tors									Shi Yo U Ri	r03	r07	r02	r09			gold%		150	150	mag%		150	150	gethit-skill	Howl	5	15	kill-skill	Battle Command	10	30	heal-kill		40	40	mana-kill		20	20	ac%		200	200	0
Runeword622	Oath	1				tors									Chi Ka I	r14	r04	r01				block		5	5	allskills		1	1	vitpercent		25	25	strpercent		25	25	hit-skill	Shout	1	20	hit-skill	Battle Orders	1	20					0
Runeword623	Millenium	1				orb	mana								Chi Yo	r14	r07					aura	Aura of Divinity	5	5	light		5	5	allskills		1	1	cast2		30	30	res-all		40	40	res-all-max		2	2	addxp		20	20	0
Runeword624	Knowledge	1				helm	char								Chi Shi Ki	r14	r03	r08				oskill	Dodge	1	1	allskills		1	1	enr		50	50	enepercent		25	25	cast1		30	30	mag%		50	50	gold%		100	100	0
Runeword625	Fortress	1				shld									Yo U Sa I	r07	r02	r15	r01			res-all		75	75	res-all-max		5	5	move2		-30	-30	ac%		300	300	gethit-skill	Bone Armor	50	1	gethit-skill	Cyclone Armor	50	1	red-dmg%		20	20	0
Runeword626	Whisper	1				miss									Sa Sa Ya Ku	r15	r15	r11	r06			hit-skill	Arrow Hit Skill	40	10	swing2		50	50	dmg%		100	100	move2		30	30	att		300	300	att%		100	100	crush		20	20	0
Runeword627	Reason	1				helm	char								Ri Yu U	r09	r16	r02				allskills		1	1	oskill	Warmth	3	3	skill	Warmth	17	17	regen-mana		100	100	regen		800	800	cast2		30	30	spell-damage		20	20	0
Runeword628	Savant	1				armo									Yu Ri Ka	r16	r09	r04				allskills		1	1	regen-mana		100	100	enepercent		30	30	item-skill-cooldown		5	5	cast2		20	20	move2		20	20					0
Runeword629	Gloom	1				pole	spea	blun							Yu U U Tsu	r16	r02	r02	r13			dmg-mag		200	400	aura	Sanctuary	5	10	dmg-undead		200	200	dmg-demon		200	200	swing2		30	30	hit-skill	Cloak of Shadows	3	20	res-mag		15	15	0
Runeword630	Hiten Misturugi Ryu	1				swor									Ke N Shi N	r17	r05	r03	r05			dmg%		150	200	dmg%/lvl	12			att		300	300	att/lvl	24			deadly		100	100	ease		100	100	swing3		30	30	0
Runeword631	Humble	1				miss									Ke N Ki Yo	r17	r05	r08	r07			dmg-norm		75	100	swing2		-30	-30	oskill	Eagle Eye	3	3	skill	Eagle Eye	17	17	dmg%		100	100	pierce		100	100	lifesteal		20	20	0
Runeword632	Ascend	1				tors									Shi Yo Ri Yu Ke N	r03	r07	r09	r16	r17	r05	dmg%		120	150	allskills		2	2	swing2		30	30	move2		30	30	pierce-res-all		15	15	all-stats		20	20	all-stats-percent		20	20	0
Runeword633	Wisdom	1				helm	char								Chi E	r14	r18					kill-skill	Time Lapse	50	1	allskills		1	1	item-skill-cooldown		10	10	extra-mag2		30	30	extra-wind		30	30	addxp		20	20	mana-kill		50	50	0
Runeword634	Blood	1				swor	axe								Ke Tsu E Ki	r17	r13	r18	r08			hit-skill	Axe Proc	15	20	dmg%		150	150	kill-skill	Spike Nova Proc	15	20	life-on-striking		1	1	heal-kill		50	50	hp		100	100	hit-skill	Amplify Damage	3	33	0
Runeword635	Eternity	1				tors									E I E N	r18	r01	r18	r05			item-skill-cooldown		20	20	allskills		1	1	regen		500	500	regen-mana		150	150	red-dmg		30	30	red-mag		30	30	enr		50	50	0
Runeword636	Royalty	1				helm									A E Ka	r12	r18	r04				aura	Aura of Divinity	1	1	light		-5	-5	extra-mag2		20	20	oskill	Find Item	5	5	mag%		100	100	gold%		150	150	cast2		50	50	0
Runeword637	Fortune	1				weap									Ko U U N	r19	r02	r02	r05			dmg%		300	300	oskill	Dodge	1	1	oskill	Find Rejuvenation	5	10	gold%		200	200	mag%		100	100	gold%/lvl	16			mag%/lvl	12			0
Runeword638	Fortune	1				tors									Ko U U N	r19	r02	r02	r05			ac%		150	200	oskill	Dodge	1	1	oskill	FInd Potion	5	10	gold%		200	200	mag%		100	100	gold%/lvl	16			mag%/lvl	12			0
Runeword639	Faith	1				shld									ShiNKoU	r03	r05	r19	r02			pal		2	2	gethit-skill	Bone Armor	1	50	res-all		25	25	res-all-max		2	2	red-dmg%		15	15	att-skill	Judgement Proc	5	40					0
Runeword640	Journey	1				tors									Ri Yo Ko U	r09	r07	r19	r02			ac/lvl	16			move3		30	30	stam		200	200	res-all		40	40	aura	Vigor	10	10	stam/lvl	40			hp%		15	15	0
Runeword641	Efficiency	1				tors									Ko U Ri Tsu	r19	r02	r09	r13			regen-mana		150	150	allskills		2	2	cast2		30	30	balance2		30	30	red-dmg%		15	15	res-mag		15	15	mana-kill		50	50	0
Runeword642	Healthy	1				tors									Ke N Ko U	r17	r05	r19	r02			passive-summ-life		20	20	hp%		20	20	hp		100	100	ac%		150	150	regen		800	800	gethit-skill	Time Lapse	15	1	balance2		50	50	0
Runeword643	Glory	1				shld									E I Ko U	r18	r01	r19	r02			pierce-cold		15	15	pierce-ltng		15	15	kill-skill	Cold Surge	5	20	kill-skill	Lightning Surge	5	20	ac%		200	200	coldskill		2	2	lightningskill		2	2	0
Runeword644	Trust	1				weap									Shi N Ra I	r03	r05	r20	r01			hit-skill	Inner Sight	3	20	kill-skill	Fury Proc	5	40	swing2		30	30	dmg/lvl	16			dmg%		100	100	dexpercent		30	30	att%		100	100	0
Runeword645	Trust	1				tors									Shi N Ra I	r03	r05	r20	r01			gethit-skill	Inner Sight	10	30	gethit-skill	Fury Proc	5	40	balance2		30	30	ac/lvl	16			ac%		100	100	dexpercent		30	30	att%		100	100	0
Runeword646	Storm	1				scep	bedg								A Ra Shi	r12	r20	r03				pierce-ltng		15	15	aura	Lightning Pierce Aura	10	10	kill-skill	Lightning Surge	50	10	dmg-ltng		1	500	swing2		30	30	cast2		30	30	oskill	SThunder Storm Bar	1	1	0
Runeword647	Psychic	1				helm									A Ki Ra	r12	r08	r20				aura	Sanctuary	10	10	dmg-undead		200	200	dmg-demon		200	200	item-skill-cooldown		15	15	ac%		150	150	att-skill	Psychic Hammer	15	45					0
Runeword648	Cherry Blossom	1				helm									Sa Ku Ra	r15	r06	r20				ac%		75	100	hp		150	150	mag%		100	100	regen		250	250	regen-mana		150	150	res-all		25	25	allskills		1	1	0
Runeword649	Conquest	1				shld									Shi Shi O	r03	r03	r21				kill-skill	Headhunter Health	1	1	ac%		300	300	ac		100	100	res-all-max		3	3	dmg-norm		20	30	deadly		25	25	crush		25	25	0
Runeword650	Memory	1				mana	orb	char							Ki O Ku	r08	r21	r06				pierce-ltng		15	15	lightningskill		2	2	oskill	Energy Shield	3	3	skill	Energy Shield	7	7	cast2		20	20	regen-mana		100	100					0
Runeword651	Ice	1				weap									Ko O Ri	r19	r21	r09				pierce-cold		15	15	swing2		30	30	kill-skill	Cold Surge	15	30	pierce		50	50	dmg%		150	150	dmg-norm		20	30	kill-skill	Time Stop	3	40	0
Runeword652	Captive	1				tors									Ho Ri Yo	r22	r09	r07				extra-summ		20	20	allskills		1	1	oskill	Raise Skeleton	3	3	skill	Raise Skeleton	12	12	oskill	Raise Skeletal Mage	3	3	skill	Raise Skeletal Mage	12	12	ac%		200	200	0
Runeword653	Radioactive	1				weap									Ho U Shi Ya	r22	r02	r03	r11			kill-skill	Poison Surge	100	15	pierce-pois		20	20	dmg-pois	256	2000	2000	swing2		40	40	cast2		40	40	poisonskill		3	3	res-pois-max		5	5	0
Runeword654	Law	1				scep	hamm	mace	axe	bedg					Ho U Ri Tsu	r22	r02	r09	r13			skill	Fist of the Heavens	10	10	item-skill-cooldown		15	15	kill-skill	Magic Surge	17	30	extra-mag2		25	25	dmg-undead		250	250	dmg-demon		250	250	light		10	10	0
Runeword655	Pride	1				tors									Ho Ko Ra Shi Sa	r22	r19	r20	r03	r15		dmg-norm		40	50	ease		200	200	swing2		30	30	strpercent		30	30	ac%		400	400	red-dmg		40	40	red-mag		40	40	0
Runeword656	Destiny	1				swor									U N Me I	r02	r05	r23	r01			kill-skill	Cobra Strike	50	30	dmg%		200	200	dmg-min		50	50	deadly		50	50	att		200	200	oskill	Sword Mastery	1	1	swing2		20	20	0
Runeword657	Honor	1				mele									Me I Yo	r23	r01	r07				lifesteal		10	10	dmg%		200	200	crush		25	25	str		50	50	strpercent		15	15	swing2		30	30	red-dmg%		20	20	0
Runeword658	Rain	1				wand	knif								A Me	r12	r23					kill-skill	Rain of Fire	5	33	allskills		2	2	enr		25	25	cast2		30	30	pierce-fire		15	15	pierce-ltng		15	15	kill-skill	Pole Arm Mastery	5	33	0
Runeword659	Rain	1				glov	boot	belt							A Me	r12	r23					ac%		75	75	allskills		1	1	enr		30	30	cast1		20	20	enepercent		10	10	pierce-ltng		10	10	pierce-fire		10	10	0
Runeword660	Princess	1				helm									A Me Ri A	r12	r23	r09	r12			gethit-skill	Concentrate Proc	10	30	allskills		2	2	ac%		100	100	hit-skill	Cloak of Shadows	3	30	item-skill-cooldown		10	10	gold%		100	100	mag%		100	100	0
Runeword661	Dream	1				helm									Yu Me	r16	r23					red-dmg%		10	10	res-mag		10	10	allskills		2	2	gethit-skill	Time Stop	5	30	oskill	Warmth	3	3	skill	Warmth	12	12	mag%		100	100	0
Runeword662	Dream	1				glov									Yu Me	r16	r23					red-dmg%		10	10	res-mag		10	10	allskills		1	1	hit-skill	Time Stop	1	20	oskill	Warmth	3	3	skill	Warmth	12	12	mag%		100	100	0
Runeword663	Dream	1				belt	char								Yu Me	r16	r23					red-dmg%		10	10	res-mag		10	10	allskills		1	1	kill-skill	Time Stop	10	30	oskill	Warmth	3	3	skill	Warmth	12	12	mag%		100	100	0
Runeword664	Thunder	1				scep	bedg								Ra I Me I	r20	r01	r23	r01			swing2		60	60	dmg-ltng		1	750	dmg-ltng/lvl	80			res-ltng		75	75	pierce-ltng		15	15	aura	Holy Shock	10	10	kill-skill	Lightning Strike	15	33	0
Runeword665	Richesdotcom	1				helm									P-Top Ru P-Top	gyb	r24	gyb				mag%/lvl	16			gold%/lvl	24			cheap		5	5																	0
Runeword666	Monkey	1				weap									Sa Ru	r15	r24					dmg-min		50	50	dmg%		100	100	deadly		25	25	dexpercent		30	30	dex/lvl	8			att		200	200	swing2		50	50	0
Runeword667	Praise	1				tors									Ho Me Ru	r22	r23	r24				allskills		3	3	res-fire		50	50	res-cold		50	50	res-ltng		50	50	res-pois-len		100	100	balance2		50	50	vitpercent		15	15	0
Runeword668	Painful	1				mele									I Ta I	r01	r25	r01				regen		-500	-500	lifesteal		30	30	heal-kill		50	50	swing2		50	50	dmg%		250	250	dmg%/lvl	16			hit-skill	Stun Proc	2	30	0
Runeword669	Hawk	1				helm									Ta Ka	r25	r04					att%		100	100	ac%		150	150	reduce-ac		25	25	dex		50	50	dexpercent		15	15	swing2		30	30	move2		30	30	0
Runeword670	Absolute	1				miss									Ta Shi Ka	r25	r03	r04				dmg%		175	175	allskills		2	2	hit-skill	Inner Sight	5	15	crush		25	25	dmg/lvl	8			dex		50	50	swing2		30	30	0
Runeword672	Dragon	1				h2h									Ta Tsu	r25	r13					charge-noconsume		25	25	dmg%		200	200	dmg-norm		20	30	kill-skill	Psychic Hammer	25	40	swing2		30	30	red-dmg%		10	10	att		200	200	0
Runeword673	Courage	1				tors									Ka Mi Ya Ta I Chi	r04	r10	r11	r25	r01	r14	red-dmg%		20	20	str		50	50	strpercent		25	25	allskills		1	1	ac%		250	250	dmg-norm		30	40	oskill	Shade Armor	10	10	0
Runeword674	Tradition	1				mele									I I Tsu Ta E	r01	r01	r13	r25	r18		dmg%		200	200	dmg-max		50	50	kill-skill	Whirlwind Proc	5	45	ac		300	300	res-all-max		3	3	block		5	5	swing2		50	50	0
Runeword675	Bird	1				mele									To Ri	r26	r09					pierce-res-all		15	15	dmg-fire		250	350	dmg-cold	150	250	300	dmg-ltng		1	650	aura	Conviction	1	1	swing2		30	30	move2		30	30	0
Runeword676	Wealth	1				tors									To Mi	r26	r10					ac%		100	100	gold%		150	150	mag%		100	100	gold%/lvl	24			mag%/lvl	16			cheap		5	5					0
Runeword677	Wealth	1				glov	belt								To Mi	r26	r10					ac%		75	75	gold%		125	125	mag%		75	75	gold%/lvl	16			mag%/lvl	8			oskill	Find Potion	5	5					0
Runeword678	Opposing Destiny	1				mace	hamm	club	swor						A Ki To	r12	r08	r26				pierce-fire		20	20	pierce-cold		20	20	kill-skill	Fire Surge	15	30	kill-skill	Cold Surge	15	30	dmg-fire		300	400	dmg-cold	150	300	400	swing2		50	50	0
Runeword679	Jealousy	1				helm									Shi Tsu To	r03	r13	r26				gethit-skill	Spike Nova Fire	5	20	gethit-skill	Spike Nova Cold	5	20	gethit-skill	Spike Nova Lightning	5	20	res-all		50	50	regen		500	500	pierce-res-all		10	10	ac		-200	-200	0
Runeword680	Tiger	1				weap									To Ra	r26	r20					swing2		30	30	move2		50	50	dmg%		200	200	dmg-min		30	30	deadly		50	50	oskill	Blade Nova	3	3	dex		75	75	0
Runeword681	Achieve	1				shld									Ka Chi To Ru	r04	r14	r26	r24			ac%		150	150	addxp		25	25	all-stats-percent		20	20	block2		50	50	passive-summ-life		30	30	passive-summ-phys-resist		10	10	oskill	Slow Teleport	1	1	0
