name	version	compactsave	rarity	spawnable	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Diadem	100	0	1	1	150	180	0	55	0	0	20	0	83	2	64	9500	156781	ci3	ci3	18	320	lit	ci0	ci1	ci3	0	2	2	1	4	1	flpci2	invci3									0	0	0	0	0	0	xxx			circ		item_helm	12	item_helm	0	0	5	0	3	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Shako	100	0	1	0	130	166	0	40	0	0	12	0	57	2	43	8288	64199	uap	uap		320	cap	2ap	4ap	uap	0	2	2	1	4	1	flpcap	invcap									0	0	0	0	0	0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Hydraskull	100	0	4	0	150	190	0	90	0	0	18	0	59	2	47	9092	72284	ukp	ukp		320	skp	2kp	4kp	ukp	0	2	2	1	4	1	flpskp	invskp		invmsk							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Armet	100	0	4	0	170	214	0	120	0	0	24	0	63	2	51	9992	85213	ulm	ulm		320	hlm	2lm	4lm	ulm	0	2	2	1	4	1	flphlm	invhlm	invhlmu	invhlmu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Giant Conch	100	0	4	0	189	232	0	105	0	0	30	0	65	2	52	8475	95983	uhl	uhl		320	fhl	2hl	4hl	uhl	0	2	2	1	4	1	flpfhl	invfhl	invfhlu	invfhlu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1		
Spired Helm	100	0	4	0	209	255	1	135	0	0	40	0	73	2	59	12146	116360	uhm	uhm		320	ghm	2hm	4hm	uhm	0	2	2	1	4	1	flpghm	invghm		invuhms							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1		
Corona	100	0	4	0	217	265	1	130	0	0	50	0	77	2	66	13096	131521	urn	urn		320	crn	2rn	4rn	urn	0	2	2	1	4	1	flpcrn	invcrn									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Demonhead	100	0	4	0	195	239	0	110	0	0	20	0	69	2	55	10822	101213	usk	usk		320	msk	2sk	4sk	usk	0	2	2	1	4	1	flpmsk	invmsk									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Dusk Shroud	100	0	1	0	573	584	0	80	0	0	20	0	57	2	49	28544	190829	uui	uui		320	qlt	2ui	4ui	uui	1	2	3	1	4	2	flpqlt	invqlt							1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Wyrmhide	100	0	2	0	585	592	0	90	0	0	24	0	58	2	50	29616	202093	uea	uea		320	lea	2ea	4ea	uea	1	2	3	1	4	2	flplea	invlea					1		1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Scarab Husk	100	0	3	0	593	601	0	100	0	0	28	0	59	2	51	30321	214055	ula	ula		320	hla	2la	4la	ula	1	2	3	1	4	2	flphla	invhla		invflesh	1	1	1		1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Wire Fleece	100	0	4	0	602	611	0	80	0	0	32	0	61	2	53	31631	220113	utu	utu		320	stu	2tu	4tu	utu	1	2	3	1	4	2	flpstu	invstu		invxtuu	1			1	1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Diamond Mail	100	0	4	0	612	622	2	95	0	0	26	0	63	2	54	33054	239613	ung	ung		320	rng	2ng	4ng	ung	1	2	3	1	5	2	flprng	invrng					1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Loricated Mail	100	0	4	0	623	634	3	110	0	0	36	0	64	2	55	34020	254341	ucl	ucl		320	scl	2cl	4cl	ucl	1	2	3	1	6	2	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Boneweave	100	0	4	0	635	647	2	115	0	0	45	0	65	2	47	29712	270736	uhn	uhn		320	chn	2hn	4hn	uhn	1	2	3	1	5	2	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Great Hauberk	100	0	4	0	648	661	1	85	0	0	50	0	68	2	56	35275	285595	urs	urs		320	brs	2rs	4rs	urs	1	2	3	1	4	2	flpbrs	invbrs		invxrss			2		2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Balrog Skin	100	0	4	0	662	681	2	125	0	0	30	0	70	2	57	36919	307557	upl	upl		320	spl	2pl	4pl	upl	1	2	3	1	5	2	flpspl	invspl		invypls	1	1	2	1	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Hellforged Plate	100	0	4	0	693	709	3	150	0	0	60	0	74	2	59	38766	321022	ult	ult		320	plt	2lt	4lt	ult	1	2	3	1	6	2	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Kraken Shell	100	0	4	0	710	727	2	130	0	0	48	0	77	2	61	39752	342449	uld	uld		320	fld	2ld	4ld	uld	1	2	3	1	5	2	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Lacquered Plate	100	0	4	0	728	746	2	160	0	0	55	0	79	2	62	41636	381596	uth	uth		320	gth	2th	4th	uth	1	2	3	1	5	2	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Shadow Plate	100	0	4	0	767	787	3	175	0	0	70	0	81	2	64	43330	402026	uul	uul		320	ful	2ul	4ul	uul	1	2	3	1	6	2	flpful	invful			2	2	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sacred Armor	100	0	4	0	810	832	2	215	0	0	60	0	83	2	66	47944	458020	uar	uar		320	aar	2ar	4ar	uar	1	2	3	1	5	2	flpaar	invaar	invaaru	invaaru	1	2	2	2	2		0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Archon Plate	100	0	4	0	682	692	1	110	0	0	60	0	80	2	63	40940	386387	utp	utp		320	ltp	2tp	4tp	utp	1	2	3	1	4	2	flpltp	invltp			2		1	1	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Heater	100	0	2	0	120	147	0	80	0	4	88	0	57	2	43	7288	49403	uuc	uuc		320	buc	2uc	4uc	uuc	7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	68	100	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Luna	100	0	3	0	135	165	0	110	0	6	84	0	59	2	45	8398	55818	uml	uml		320	buc	2ml	4ml	uml	7	2	2	1	4	2	flpsml	invsml	invsmlu	invsmlu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	66	106	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Hyperion	100	0	4	0	145	176	1	90	0	5	82	0	63	2	48	9489	65534	urg	urg		320	lrg	2rg	4rg	urg	7	2	3	1	4	2	flplrg	invlrg	invlrgu	invlrgu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	56	120	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Monarch	100	0	4	0	168	204	1	115	0	6	86	0	67	2	54	11487	73269	uit	uit		320	kit	2it	4it	uit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	66	118	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Aegis	100	0	4	0	182	221	2	170	0	6	92	0	72	2	59	13462	87946	uow	uow		320	tow	2ow	4ow	uow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	64	116	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Ward	100	0	4	0	208	252	1	140	0	5	100	0	78	2	63	14954	108325	uts	uts		320	kit	2ts	4ts	uts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invutss							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	58	126	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Bramble Mitts	100	0	1	0	130	166	0	40	0	0	12	0	59	2	42	4615	34992	ulg	ulg		320	lgl	2lg	4lg	ulg	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Vampirebone Gloves	100	0	1	0	140	180	0	40	0	0	14	0	61	2	47	5107	39513	uvg	uvg		320	vgl	2vg	4vg	uvg	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Vambraces	100	0	2	0	150	194	0	120	0	0	16	0	64	2	51	5620	45269	umg	umg		320	mgl	2mg	4mg	umg	16	2	2	1	2	0	flpmgl	invmgl									0	0	0	0	0	0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Crusader Gauntlets	100	0	3	0	160	208	0	110	0	0	18	0	70	2	56	6140	53827	utg	utg		320	mgl	2tg	4tg	utg	16	2	2	1	2	0	flptgl	invtgl									0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Ogre Gauntlets	100	0	4	0	170	222	0	140	0	0	24	0	76	2	60	6935	63524	uhg	uhg		320	hgl	2hg	4hg	uhg	16	2	2	1	2	0	flphgl	invhgl									0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Wyrmhide Boots	100	0	1	0	138	174	0	40	0	0	12	0	59	2	45	4789	34992	ulb	ulb		320	lbt	2lb	4lb	ulb	16	2	2	1	2	1	flplbt	invlbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	131	211	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Scarabshell Boots	100	0	1	0	150	190	0	95	0	0	14	0	61	2	49	5284	39452	uvb	uvb		320	vbt	2vb	4vb	uvb	16	2	2	1	2	1	flpvbt	invvbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	129	216	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Boneweave Boots	100	0	2	0	162	206	0	85	0	0	16	0	64	2	54	5807	45251	umb	umb		320	mbt	2mb	4mb	umb	16	2	2	1	2	1	flpmbt	invmbt									0	0	0	0	0	0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0		0	6	0	128	220	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Mirrored Boots	100	0	3	0	174	222	0	120	0	0	18	0	70	2	58	6457	53808	utb	utb		320	mbt	2tb	4tb	utb	16	2	2	1	2	1	flptbt	invtbt									0	0	0	0	0	0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	126	225	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Myrmidon Greaves	100	0	4	0	186	238	0	160	0	0	24	0	76	2	61	6932	63482	uhb	uhb		320	hbt	2hb	4hb	uhb	16	2	2	1	2	1	flphbt	invhbt									0	0	0	0	0	0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	125	229	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Spiderweb Sash	100	0	1	0	160	196	0	40	0	0	12	0	59	2	46	4855	35058	ulc	ulc		320	lbl	3lb	5lb	ulc	16	2	1	1	2	2	flplbl	invlbl									0	0	0	0	0	0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Vampirefang Belt	100	0	1	0	170	210	0	40	0	0	14	0	61	2	51	5332	38860	uvc	uvc		320	vbl	3vb	5vb	uvc	16	2	1	1	2	2	flpvbl	invvbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Mithril Coil	100	0	2	0	170	214	0	120	0	0	16	0	64	2	56	5891	44375	umc	umc		320	mbl	3mb	5mb	umc	16	2	1	1	2	2	flpmbl	invmbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Troll Belt	100	0	2	0	180	228	0	110	0	0	18	0	70	2	59	6398	52672	utc	utc		320	mbl	3tb	5tb	utc	16	2	1	1	2	2	flptbl	invtbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Colossus Girdle	100	0	3	0	190	242	0	140	0	0	24	0	76	2	62	6881	62972	uhc	uhc		320	hbl	3hb	5hb	uhc	16	2	1	1	2	2	flphbl	invhbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Bone Visage	100	0	2	0	200	244	0	120	0	0	40	0	72	2	63	12159	76020	uh9	uh9		320	bhm	2h9	4h9	uh9	0	2	2	1	3	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Troll Nest	100	0	2	0	182	221	0	120	0	6	74	0	69	2	57	13980	74572	ush	ush		320	bsh	2sh	4sh	ush	7	2	3	1	3	2	flpbsh	invbsh	invbshu	invbshu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	76	112	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Blade Barrier	100	0	3	0	154	187	0	85	0	4	83	0	61	2	51	11930	52989	upk	upk		306	spk	2pk	4pk	upk	7	2	3	1	4	2	flpspk	invspk	invspku	invspku							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	70	122	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Alpha Helm	100	0	1	1	75	93	0	44	0	0	20	0	31	2	26	3287	11507	dr6	dr6		320	dr1	dr1	dr6	drb	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Griffon Headress	100	0	1	1	82	106	0	50	0	0	20	0	34	2	30	3570	11507	dr7	dr7		320	dr4	dr2	dr7	drc	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Hunter's Guise	100	0	1	1	90	120	0	56	0	0	20	0	41	2	29	4721	11508	dr8	dr8		320	dr3	dr3	dr8	drd	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sacred Feathers	100	0	1	1	97	133	0	62	0	0	20	0	45	2	32	4939	11508	dr9	dr9		320	dr4	dr4	dr9	dre	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Totemic Mask	100	0	1	1	105	147	0	65	0	0	20	0	49	2	41	6016	11508	dra	dra		320	dr1	dr5	dra	drf	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Jawbone Visor	100	0	1	1	67	85	0	58	0	0	25	0	31	2	25	3325	11507	ba6	ba6		320	ba1	ba1	ba6	bab	0	2	2	1	4	1	flpba1	invba1									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Lion Helm	100	0	1	1	87	110	0	73	0	0	35	0	34	2	29	3922	11507	ba7	ba7		320	ba1	ba2	ba7	bac	0	2	2	1	4	1	flpba1	invba2									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Rage Mask	100	0	1	1	105	133	0	88	0	0	45	0	41	2	29	5008	11508	ba8	ba8		320	ba3	ba3	ba8	bad	0	2	2	1	4	1	flpba3	invba3		invghm							0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Savage Helmet	100	0	1	1	121	153	0	103	0	0	50	0	45	2	32	5799	11508	ba9	ba9		320	ba5	ba4	ba9	bae	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Slayer Guard	100	0	1	1	136	172	0	118	0	0	55	0	49	2	40	7079	11508	baa	baa		320	ba5	ba5	baa	baf	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Akaran Targe	100	0	1	1	100	112	0	44	0	4	20	0	31	2	26	5312	11508	pa6	pa6		304	pa1	pa1	pa6	pab	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0		0	1	0	24	32	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Akaran Rondache	100	0	1	1	113	129	0	59	0	5	30	0	34	2	30	6367	11508	pa7	pa7		304	pa1	pa2	pa7	pac	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0		0	1	0	30	40	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	8	0	xxx	xxx	1		
Protector Shield	100	0	1	1	130	150	1	69	0	6	40	0	41	2	34	7868	11508	pa8	pa8		304	pa3	pa3	pa8	pad	7	2	4	1	4	2	flppa3	invpa3									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0	0		0	1	0	36	48	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Guilded Shield	100	0	1	1	151	175	1	89	0	6	50	0	45	2	38	9351	11508	pa9	pa9		304	pa3	pa4	pa9	pae	7	2	4	1	4	2	flppa3	invpa4									0	0	0	0	0	0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0		0	1	0	40	56	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
